RouteName,RouteNumber,Ecoregion_L1Code,Ecoregion_L1Name
79-002 ARCOLA,79002,9,GREAT PLAINS
79-003 HEWARD,79003,9,GREAT PLAINS
79-005 MITCHELLTON,79005,9,GREAT PLAINS
79-007 CADILLAC,79007,9,GREAT PLAINS
79-012 GLENAVON,79012,9,GREAT PLAINS
79-014 MOOSE JAW,79014,9,GREAT PLAINS
79-015 PARKBEG,79015,9,GREAT PLAINS
79-016 SWIFT CURRENT,79016,9,GREAT PLAINS
79-019 WROXTON,79019,9,GREAT PLAINS
79-020 THEODORE,79020,9,GREAT PLAINS
79-024 BLADWORTH,79024,9,GREAT PLAINS
79-028 HUDSON BAY,79028,5,NORTHERN FORESTS
79-031 WAKAW,79031,9,GREAT PLAINS
79-032 MARCELIN,79032,9,GREAT PLAINS
79-033 BIGGAR,79033,9,GREAT PLAINS
79-034 WILKIE,79034,9,GREAT PLAINS
79-035 MANITO LAKE,79035,9,GREAT PLAINS
79-036 OTOSQUEN,79036,5,NORTHERN FORESTS
79-037 ARBORFIELD,79037,5,NORTHERN FORESTS
79-039 CLOUSTON,79039,5,NORTHERN FORESTS
79-040 PARK VALLEY,79040,5,NORTHERN FORESTS
79-041 LEOVILLE,79041,5,NORTHERN FORESTS
79-042 BRIGHTSAND,79042,5,NORTHERN FORESTS
79-045 Hanson Lake Road,79045,5,NORTHERN FORESTS
79-047 HIGHWAY CRK,79047,5,NORTHERN FORESTS
79-049 DORE LAKE,79049,5,NORTHERN FORESTS
79-051 LAC DES ILES,79051,5,NORTHERN FORESTS
79-057 BEAUVAL,79057,5,NORTHERN FORESTS
79-102 KENOSEE LAKE,79102,9,GREAT PLAINS
79-103 CEDOUX,79103,9,GREAT PLAINS
79-104 CEYLON,79104,9,GREAT PLAINS
79-105 SPRING VALLY,79105,9,GREAT PLAINS
79-106 WOOD RIVER,79106,9,GREAT PLAINS
79-107 FRENCHMAN RV,79107,9,GREAT PLAINS
79-108 EASTEND,79108,9,GREAT PLAINS
79-109 CYPRESS HILL,79109,6,NORTHWESTERN FORESTED MOUNTAINS
79-111 CROOKED LAKE,79111,9,GREAT PLAINS
79-112 TYVAN,79112,9,GREAT PLAINS
79-113 EDENWOLD,79113,9,GREAT PLAINS
79-114 DRINKWATER,79114,9,GREAT PLAINS
79-115 COURVAL,79115,9,GREAT PLAINS
79-116 DENDRON,79116,9,GREAT PLAINS
79-117 TOMPKINS,79117,9,GREAT PLAINS
79-118 BURSTALL,79118,9,GREAT PLAINS
79-120 WILLOWBROOK,79120,9,GREAT PLAINS
79-121 GOODEVE,79121,9,GREAT PLAINS
79-122 SERATH,79122,9,GREAT PLAINS
79-123 FARRERDALE,79123,9,GREAT PLAINS
79-124 BRODERICK,79124,9,GREAT PLAINS
79-125 BOUNTY,79125,9,GREAT PLAINS
79-127 KINDERSLEY,79127,9,GREAT PLAINS
79-128 BERTWELL,79128,5,NORTHERN FORESTS
79-130 PLEASANTDALE,79130,5,NORTHERN FORESTS
79-131 BIRCH HILLS,79131,5,NORTHERN FORESTS
79-132 ABERDEEN,79132,9,GREAT PLAINS
79-133 ASQUITH,79133,9,GREAT PLAINS
79-135 SENLAC,79135,9,GREAT PLAINS
79-136 CUMBERLAND,79136,5,NORTHERN FORESTS
79-139 PADDOCKWOOD,79139,5,NORTHERN FORESTS
79-140 PR AL PARK,79140,5,NORTHERN FORESTS
79-141 MULLINGAR,79141,9,GREAT PLAINS
79-142 EDAM,79142,5,NORTHERN FORESTS
79-143 ST WALBURG,79143,5,NORTHERN FORESTS
79-144 FLIN FLON,79144,5,NORTHERN FORESTS
79-146 Jayjay Lake,79146,5,NORTHERN FORESTS
79-150 DORINTOSH,79150,5,NORTHERN FORESTS
79-204 PARRY,79204,9,GREAT PLAINS
79-211 BANGOR,79211,9,GREAT PLAINS
79-213 Craven,79213,9,GREAT PLAINS
79-217 WHITE BEAR,79217,9,GREAT PLAINS
79-222 JANSEN,79222,9,GREAT PLAINS
79-225 DONOVAN,79225,9,GREAT PLAINS
79-229 FOSSTON,79229,9,GREAT PLAINS
79-230 ENGLEFELD,79230,9,GREAT PLAINS
79-237 AYLSHAM,79237,5,NORTHERN FORESTS
79-250 Cabana Road,79250,5,NORTHERN FORESTS
79-309 KINCORTH,79309,9,GREAT PLAINS
79-402 Mankota,79402,9,GREAT PLAINS
79-403 Newton Lake,79403,9,GREAT PLAINS
79-406 SHAUNAVON,79406,9,GREAT PLAINS
79-407 Scotsguard,79407,9,GREAT PLAINS
79-408 Hazlet,79408,9,GREAT PLAINS
79-420 Bordeland,79420,9,GREAT PLAINS
93-006 SIMPSON LAKE,93006,6,NORTHWESTERN FORESTED MOUNTAINS
93-007 RANCHERIA,93007,6,NORTHWESTERN FORESTED MOUNTAINS
93-009 TESLIN LAKE,93009,6,NORTHWESTERN FORESTED MOUNTAINS
93-011 COWLEY,93011,6,NORTHWESTERN FORESTED MOUNTAINS
93-013 CHAMPAGNE,93013,6,NORTHWESTERN FORESTED MOUNTAINS
93-019 LOGAN MTNS.,93019,3,TAIGA
93-021 FINLAYSON L,93021,6,NORTHWESTERN FORESTED MOUNTAINS
93-023 LAPIE RIVER,93023,6,NORTHWESTERN FORESTED MOUNTAINS
93-024 QUIET LAKE,93024,6,NORTHWESTERN FORESTED MOUNTAINS
93-026 LAKE LABERGE,93026,6,NORTHWESTERN FORESTED MOUNTAINS
93-027 OTTER FALLS,93027,6,NORTHWESTERN FORESTED MOUNTAINS
93-028 AISHIHIK,93028,6,NORTHWESTERN FORESTED MOUNTAINS
93-033 CANOL RD,93033,3,TAIGA
93-034 DRAGON LAKE,93034,6,NORTHWESTERN FORESTED MOUNTAINS
93-036 FARO,93036,6,NORTHWESTERN FORESTED MOUNTAINS
93-037 DRURY LAKE,93037,6,NORTHWESTERN FORESTED MOUNTAINS
93-038 L SALMON R,93038,6,NORTHWESTERN FORESTED MOUNTAINS
93-039 MCGREGOR CREEK,93039,6,NORTHWESTERN FORESTED MOUNTAINS
93-046 MACMILLAN P,93046,3,TAIGA
93-051 MAYO LANDING,93051,6,NORTHWESTERN FORESTED MOUNTAINS
93-052 ETHEL LAKE,93052,6,NORTHWESTERN FORESTED MOUNTAINS
93-053 MCQUESTEN,93053,6,NORTHWESTERN FORESTED MOUNTAINS
93-054 STRICKLAND LAKE,93054,6,NORTHWESTERN FORESTED MOUNTAINS
93-055 Goldfields,93055,6,NORTHWESTERN FORESTED MOUNTAINS
93-064 DEMPSTER HWY,93064,6,NORTHWESTERN FORESTED MOUNTAINS
93-065 Top-of-the-World,93065,6,NORTHWESTERN FORESTED MOUNTAINS
93-110 JOHNSON CROSSING,93110,6,NORTHWESTERN FORESTED MOUNTAINS
93-111 Marsh Lake,93111,6,NORTHWESTERN FORESTED MOUNTAINS
93-115 JARVIS RIVER,93115,6,NORTHWESTERN FORESTED MOUNTAINS
93-130 Swede Johnson Creek,93130,6,NORTHWESTERN FORESTED MOUNTAINS
93-139 TATCHUN,93139,6,NORTHWESTERN FORESTED MOUNTAINS
93-164 BLACKSTONE R,93164,3,TAIGA
93-239 CARMACKS,93239,6,NORTHWESTERN FORESTED MOUNTAINS
93-929 Christmas Creek,93929,6,NORTHWESTERN FORESTED MOUNTAINS
SUNNY EVE,2012,8,EASTERN TEMPERATE FORESTS
LAGUNA,6024,10,NORTH AMERICAN DESERTS
KELSO VALLEY,14128,10,NORTH AMERICAN DESERTS
LAKE CACHUMA,14136,11,MEDITERRANEAN CALIFORNIA
GENESEE,14181,6,NORTHWESTERN FORESTED MOUNTAINS
WATERMAN GAP,14194,7,MARINE WEST COAST FOREST
GROUNDHOG RS,17222,6,NORTHWESTERN FORESTED MOUNTAINS
TWIN BUTTES,33901,10,NORTH AMERICAN DESERTS
SHEFFIELD,34010,8,EASTERN TEMPERATE FORESTS
PAWNEE,34040,8,EASTERN TEMPERATE FORESTS
JAMESTOWN,34051,8,EASTERN TEMPERATE FORESTS
SANDUSKY,34080,8,EASTERN TEMPERATE FORESTS
PANTHER,36013,9,GREAT PLAINS
RIVER ROAD,42903,8,EASTERN TEMPERATE FORESTS
CAMBRIDGE,44037,8,EASTERN TEMPERATE FORESTS
VINDEX,46003,8,EASTERN TEMPERATE FORESTS
SMITHSBURG,46007,8,EASTERN TEMPERATE FORESTS
BACHMAN MILL,46015,8,EASTERN TEMPERATE FORESTS
FOWBLESBURG,46016,8,EASTERN TEMPERATE FORESTS
POMONKEY,46030,8,EASTERN TEMPERATE FORESTS
ELKTON,46034,8,EASTERN TEMPERATE FORESTS
MATTHEWS,46039,8,EASTERN TEMPERATE FORESTS
STEYER,46052,8,EASTERN TEMPERATE FORESTS
GREEN RIDGE,46054,8,EASTERN TEMPERATE FORESTS
WARE RIVER,47900,5,NORTHERN FORESTS
SKEELS,49045,5,NORTHERN FORESTS
CHIPPEWA LK.,49900,5,NORTHERN FORESTS
PINE RIVER,49902,5,NORTHERN FORESTS
CLINTON,53026,6,NORTHWESTERN FORESTED MOUNTAINS
HOPKINTON,58005,8,EASTERN TEMPERATE FORESTS
CANTERBURY,58009,5,NORTHERN FORESTS
MIDDLETOWN,61011,8,EASTERN TEMPERATE FORESTS
WESTBROOKVLE,61013,5,NORTHERN FORESTS
GAINESVILLE,61055,8,EASTERN TEMPERATE FORESTS
CHURCHVILLE,61067,8,EASTERN TEMPERATE FORESTS
ARGYLE,61090,5,NORTHERN FORESTS
PURDY,61207,8,EASTERN TEMPERATE FORESTS
ORANGE LAKE,61212,8,EASTERN TEMPERATE FORESTS
HULLS XROADS,63218,8,EASTERN TEMPERATE FORESTS
HERNER CRNS,66022,8,EASTERN TEMPERATE FORESTS
KENTON,66033,8,EASTERN TEMPERATE FORESTS
BOLINS MILLS,66076,8,EASTERN TEMPERATE FORESTS
TICK RIDGE,66906,8,EASTERN TEMPERATE FORESTS
COOKIETOWN,67009,9,GREAT PLAINS
INDIANOLA,67013,8,EASTERN TEMPERATE FORESTS
CRANE,69223,10,NORTH AMERICAN DESERTS
WARNER VALLY,69230,10,NORTH AMERICAN DESERTS
FERRIS CRNRS,72005,8,EASTERN TEMPERATE FORESTS
CHERRY SPRS,72028,5,NORTHERN FORESTS
DUVALL,72047,8,EASTERN TEMPERATE FORESTS
SHELOCTA,72054,8,EASTERN TEMPERATE FORESTS
WILLIAMSBURG,72061,8,EASTERN TEMPERATE FORESTS
ST COLLEGE,72067,8,EASTERN TEMPERATE FORESTS
HOMETOWN,72083,8,EASTERN TEMPERATE FORESTS
WARRENS MILL,72091,8,EASTERN TEMPERATE FORESTS
CHATHAM,72198,8,EASTERN TEMPERATE FORESTS
BROAD MTN.,72906,8,EASTERN TEMPERATE FORESTS
LONG DRAW,81050,6,NORTHWESTERN FORESTED MOUNTAINS
INDIAN,81908,9,GREAT PLAINS
LAG ATASCOSA,83001,9,GREAT PLAINS
NEW WAVERLY,83034,8,EASTERN TEMPERATE FORESTS
CAYUGA,83147,8,EASTERN TEMPERATE FORESTS
CANE SPR DES,85122,10,NORTH AMERICAN DESERTS
NEPONSET RES,85901,10,NORTH AMERICAN DESERTS
HARDWICK,87017,5,NORTHERN FORESTS
EDINBURG,88007,8,EASTERN TEMPERATE FORESTS
PINE MTN.,88924,8,EASTERN TEMPERATE FORESTS
NEWHALEM,89004,6,NORTHWESTERN FORESTED MOUNTAINS
MUKILTEO,89072,7,MARINE WEST COAST FOREST
COLUMBIA NWR,89145,10,NORTH AMERICAN DESERTS
SLATE,90034,8,EASTERN TEMPERATE FORESTS
HUDSON,91009,8,EASTERN TEMPERATE FORESTS
COUDERAY,91015,5,NORTHERN FORESTS
NEW LISBON,91053,8,EASTERN TEMPERATE FORESTS
PINEY NECK,37,8,EASTERN TEMPERATE FORESTS
GLUEK,50020,9,GREAT PLAINS
04-009 BUFFALO HILL,4009,9,GREAT PLAINS
04-328 KINGMAN,4328,9,GREAT PLAINS
04-329 CLOVER LAWN,4329,9,GREAT PLAINS
11-101 Saltair,11101,7,MARINE WEST COAST FOREST
11-071 LAKELSE,11171,7,MARINE WEST COAST FOREST
11-426 QUADRA IS.,11426,7,MARINE WEST COAST FOREST
45-207 BRANDONHILLS,45207,9,GREAT PLAINS
57-036 HAPPY VALLEY,57036,5,NORTHERN FORESTS
57-039 ORMA ROAD,57039,3,TAIGA
65-029 GASPEREAU LK,65029,5,NORTHERN FORESTS
68-079 MILLIDGE,68079,5,NORTHERN FORESTS
68-312 GLENDOWER,68312,5,NORTHERN FORESTS
68-452 Magnetawan,68452,5,NORTHERN FORESTS
76-039 ST URBAIN,76039,5,NORTHERN FORESTS
76-059 MONT JOLI,76059,5,NORTHERN FORESTS
76-190 LAC ARNOLD,76190,5,NORTHERN FORESTS
76-314 DELEAGE,76314,5,NORTHERN FORESTS
76-464 Ste-Anne des Monts,76464,5,NORTHERN FORESTS
93-043 SNAG JUNCTION,93043,6,NORTHWESTERN FORESTED MOUNTAINS
93-078 EAGLE RIVER,93078,3,TAIGA
93-314 KLUKSHU,93314,6,NORTHWESTERN FORESTED MOUNTAINS
