RouteName,RouteNumber,Ecoregion_L1Code,Ecoregion_L1Name
ST FLORIAN,2001,8,EASTERN TEMPERATE FORESTS
TRADE,2004,8,EASTERN TEMPERATE FORESTS
SWAIM,2007,8,EASTERN TEMPERATE FORESTS
PINE GROVE,2008,8,EASTERN TEMPERATE FORESTS
MILLERVILLE,2010,8,EASTERN TEMPERATE FORESTS
GREENSPORT,2013,8,EASTERN TEMPERATE FORESTS
SMYER LAKE,2014,8,EASTERN TEMPERATE FORESTS
MT OLIVE,2015,8,EASTERN TEMPERATE FORESTS
HOWARD,2016,8,EASTERN TEMPERATE FORESTS
MAYTOWN,2017,8,EASTERN TEMPERATE FORESTS
LIBERTY,2019,8,EASTERN TEMPERATE FORESTS
RIDERWOOD,2020,8,EASTERN TEMPERATE FORESTS
LINDEN,2021,8,EASTERN TEMPERATE FORESTS
HARRELL,2022,8,EASTERN TEMPERATE FORESTS
GREENSBORO,2023,8,EASTERN TEMPERATE FORESTS
SPRAGUE,2024,8,EASTERN TEMPERATE FORESTS
BILLINGSLEY,2025,8,EASTERN TEMPERATE FORESTS
WARRIOR STD,2027,8,EASTERN TEMPERATE FORESTS
LANETT,2028,8,EASTERN TEMPERATE FORESTS
COTTONTON,2029,8,EASTERN TEMPERATE FORESTS
NEWTON,2030,8,EASTERN TEMPERATE FORESTS
GRANGEBURG,2031,8,EASTERN TEMPERATE FORESTS
BRUNDIDGE,2032,8,EASTERN TEMPERATE FORESTS
BRANTLEY,2033,8,EASTERN TEMPERATE FORESTS
SOUTH,2034,8,EASTERN TEMPERATE FORESTS
MCLELLAN,2035,8,EASTERN TEMPERATE FORESTS
BEATRICE,2036,8,EASTERN TEMPERATE FORESTS
CASTLEBERRY,2038,8,EASTERN TEMPERATE FORESTS
MILLRY,2039,8,EASTERN TEMPERATE FORESTS
BLOCTON,2043,8,EASTERN TEMPERATE FORESTS
WHITEHOUSE,2045,8,EASTERN TEMPERATE FORESTS
GUNTERSVILLE,2046,8,EASTERN TEMPERATE FORESTS
JENA,2047,8,EASTERN TEMPERATE FORESTS
EPES,2048,8,EASTERN TEMPERATE FORESTS
WEDGEWORTH,2049,8,EASTERN TEMPERATE FORESTS
WHITEHALL,2050,8,EASTERN TEMPERATE FORESTS
ESCATAWPA,2052,8,EASTERN TEMPERATE FORESTS
GROVE HILL,2053,8,EASTERN TEMPERATE FORESTS
FAIRVIEW,2054,8,EASTERN TEMPERATE FORESTS
ELAMVILLE,2055,8,EASTERN TEMPERATE FORESTS
YOUNGTOWN,2057,8,EASTERN TEMPERATE FORESTS
MENTONE,2058,8,EASTERN TEMPERATE FORESTS
CARROLLTON,2059,8,EASTERN TEMPERATE FORESTS
HOLT,2060,8,EASTERN TEMPERATE FORESTS
ODENVILLE,2061,8,EASTERN TEMPERATE FORESTS
ROCK CHAPEL,2063,8,EASTERN TEMPERATE FORESTS
CALEBEE,2065,8,EASTERN TEMPERATE FORESTS
APPLETON,2066,8,EASTERN TEMPERATE FORESTS
MT. GILEAD,2067,8,EASTERN TEMPERATE FORESTS
MADRID,2068,8,EASTERN TEMPERATE FORESTS
GEORGETOWN,2069,8,EASTERN TEMPERATE FORESTS
BON SECOUR,2070,8,EASTERN TEMPERATE FORESTS
WHEELER DAM,2071,8,EASTERN TEMPERATE FORESTS
ELKMONT,2072,8,EASTERN TEMPERATE FORESTS
WOODVILLE,2073,8,EASTERN TEMPERATE FORESTS
COURTLAND,2102,8,EASTERN TEMPERATE FORESTS
BROOKSVILLE,2105,8,EASTERN TEMPERATE FORESTS
ALABAMA PORT,2140,8,EASTERN TEMPERATE FORESTS
ELBERTA,2142,8,EASTERN TEMPERATE FORESTS
VINA,2201,8,EASTERN TEMPERATE FORESTS
STEVENSON,2204,8,EASTERN TEMPERATE FORESTS
ONEONTA,2207,8,EASTERN TEMPERATE FORESTS
TALLADEGA,2208,8,EASTERN TEMPERATE FORESTS
AUTAUGAVILLE,2211,8,EASTERN TEMPERATE FORESTS
SEALE,2212,8,EASTERN TEMPERATE FORESTS
CLAIBORNE,2214,8,EASTERN TEMPERATE FORESTS
HELICON,2215,8,EASTERN TEMPERATE FORESTS
EUFAULA,2216,8,EASTERN TEMPERATE FORESTS
ST. ELMO,2217,8,EASTERN TEMPERATE FORESTS
BAY MINETTE,2218,8,EASTERN TEMPERATE FORESTS
HOUSE ROCK,6002,10,NORTH AMERICAN DESERTS
BLACK MESA,6004,10,NORTH AMERICAN DESERTS
FLAGSTAFF,6009,13,TEMPERATE SIERRAS
ORAIBI,6010,10,NORTH AMERICAN DESERTS
SAWMILL,6011,13,TEMPERATE SIERRAS
OATMAN,6012,10,NORTH AMERICAN DESERTS
WIKIEUP,6013,10,NORTH AMERICAN DESERTS
PRESCOTT,6014,13,TEMPERATE SIERRAS
HUNT,6017,13,TEMPERATE SIERRAS
QUARTZSITE,6018,10,NORTH AMERICAN DESERTS
DATELAND,6025,10,NORTH AMERICAN DESERTS
POMERENE,6028,12,SOUTHERN SEMIARID HIGHLANDS
SAN SIMON,6029,12,SOUTHERN SEMIARID HIGHLANDS
PENA BLANCA,6031,12,SOUTHERN SEMIARID HIGHLANDS
PATAGONIA,6032,12,SOUTHERN SEMIARID HIGHLANDS
TOROWEAP,6051,10,NORTH AMERICAN DESERTS
DRY PARK,6052,13,TEMPERATE SIERRAS
PAGE,6053,10,NORTH AMERICAN DESERTS
COW SPRINGS,6054,10,NORTH AMERICAN DESERTS
MANY FARMS,6055,10,NORTH AMERICAN DESERTS
RIVIERA,6056,10,NORTH AMERICAN DESERTS
ANTARES,6057,10,NORTH AMERICAN DESERTS
WILLIAMS,6058,13,TEMPERATE SIERRAS
MAINE,6059,13,TEMPERATE SIERRAS
CASTLE BUTTE,6060,10,NORTH AMERICAN DESERTS
ALAMO RES.,6063,10,NORTH AMERICAN DESERTS
SKULL VALLEY,6064,13,TEMPERATE SIERRAS
TONTO VILL.,6065,13,TEMPERATE SIERRAS
PINETOP,6067,13,TEMPERATE SIERRAS
CIBOLA LAKE,6068,10,NORTH AMERICAN DESERTS
GILA BEND,6069,10,NORTH AMERICAN DESERTS
BARTLETT RES,6071,13,TEMPERATE SIERRAS
ALPINE,6073,13,TEMPERATE SIERRAS
REDINGTON,6078,12,SOUTHERN SEMIARID HIGHLANDS
MT. GRAHAM,6079,12,SOUTHERN SEMIARID HIGHLANDS
CABEZA PRIET,6080,10,NORTH AMERICAN DESERTS
AMADO,6081,12,SOUTHERN SEMIARID HIGHLANDS
SAHUARITA,6082,10,NORTH AMERICAN DESERTS
MCNEAL,6083,12,SOUTHERN SEMIARID HIGHLANDS
NAVAJO TRAIL,6101,10,NORTH AMERICAN DESERTS
KAIBITO,6103,10,NORTH AMERICAN DESERTS
TSAILE,6105,13,TEMPERATE SIERRAS
PEACH SPRING,6107,10,NORTH AMERICAN DESERTS
SELIGMAN,6108,10,NORTH AMERICAN DESERTS
HAPPY JACK,6115,13,TEMPERATE SIERRAS
CLAY SPRING,6116,10,NORTH AMERICAN DESERTS
CASA GRANDE,6121,10,NORTH AMERICAN DESERTS
CARR MTN,6122,13,TEMPERATE SIERRAS
SPRUCEDALE,6123,13,TEMPERATE SIERRAS
CATUS FOREST,6127,10,NORTH AMERICAN DESERTS
ORGAN PIPE,6130,10,NORTH AMERICAN DESERTS
PORTAL,6133,12,SOUTHERN SEMIARID HIGHLANDS
OLD MILO,7001,8,EASTERN TEMPERATE FORESTS
EUDORA,7002,8,EASTERN TEMPERATE FORESTS
LOCUST BAYOU,7004,8,EASTERN TEMPERATE FORESTS
STAMPS,7005,8,EASTERN TEMPERATE FORESTS
HOPE,7006,8,EASTERN TEMPERATE FORESTS
ASHDOWN,7007,8,EASTERN TEMPERATE FORESTS
HUGHES,7008,8,EASTERN TEMPERATE FORESTS
SOUTH BEND,7010,8,EASTERN TEMPERATE FORESTS
HOLLYWOOD,7013,8,EASTERN TEMPERATE FORESTS
WALDRON,7015,8,EASTERN TEMPERATE FORESTS
HARRISBURG,7016,8,EASTERN TEMPERATE FORESTS
SAFFELL,7019,8,EASTERN TEMPERATE FORESTS
RUPERT,7020,8,EASTERN TEMPERATE FORESTS
STARK,7021,8,EASTERN TEMPERATE FORESTS
COAL HILL,7022,8,EASTERN TEMPERATE FORESTS
LURTON,7023,8,EASTERN TEMPERATE FORESTS
MASSARD,7024,8,EASTERN TEMPERATE FORESTS
MAYNARD,7025,8,EASTERN TEMPERATE FORESTS
ZION,7026,8,EASTERN TEMPERATE FORESTS
FULTON,7027,8,EASTERN TEMPERATE FORESTS
COMPTON,7028,8,EASTERN TEMPERATE FORESTS
AVOCA,7029,8,EASTERN TEMPERATE FORESTS
PRINCETON,7103,8,EASTERN TEMPERATE FORESTS
ULM,7109,8,EASTERN TEMPERATE FORESTS
NANCE,7111,8,EASTERN TEMPERATE FORESTS
WILSON,7117,8,EASTERN TEMPERATE FORESTS
OZARK NF,7900,8,EASTERN TEMPERATE FORESTS
MAGAZINE MTN,7901,8,EASTERN TEMPERATE FORESTS
BOSTON MTN.,7902,8,EASTERN TEMPERATE FORESTS
HORSE CREEK,14001,6,NORTHWESTERN FORESTED MOUNTAINS
NUBIEBER,14003,6,NORTHWESTERN FORESTED MOUNTAINS
CRESCENT CTY,14004,7,MARINE WEST COAST FOREST
HONEYDEW,14005,7,MARINE WEST COAST FOREST
HOLMES,14006,7,MARINE WEST COAST FOREST
RED BLUFF,14007,11,MEDITERRANEAN CALIFORNIA
EAGLE LAKE,14009,6,NORTHWESTERN FORESTED MOUNTAINS
HULLVILLE,14011,6,NORTHWESTERN FORESTED MOUNTAINS
PENNINGTON,14012,11,MEDITERRANEAN CALIFORNIA
WESTVILLE,14013,6,NORTHWESTERN FORESTED MOUNTAINS
FISH ROCK,14014,7,MARINE WEST COAST FOREST
RUMSEY,14015,11,MEDITERRANEAN CALIFORNIA
RIOVISTA,14016,11,MEDITERRANEAN CALIFORNIA
DARDANELLE,14018,6,NORTHWESTERN FORESTED MOUNTAINS
HUGHSON,14021,11,MEDITERRANEAN CALIFORNIA
BASS LAKE,14022,6,NORTHWESTERN FORESTED MOUNTAINS
BIG PINE,14023,10,NORTH AMERICAN DESERTS
CARUTHERS,14024,11,MEDITERRANEAN CALIFORNIA
OILFIELDS,14026,11,MEDITERRANEAN CALIFORNIA
YOKOHL VAL,14028,11,MEDITERRANEAN CALIFORNIA
UBEHEBE,14029,10,NORTH AMERICAN DESERTS
HAIWEE RES,14030,10,NORTH AMERICAN DESERTS
WILDROSE,14031,10,NORTH AMERICAN DESERTS
PARKFIELD,14032,11,MEDITERRANEAN CALIFORNIA
BAKERSFIELD,14033,11,MEDITERRANEAN CALIFORNIA
CALIF CITY,14035,10,NORTH AMERICAN DESERTS
VALLEY WELLS,14037,10,NORTH AMERICAN DESERTS
SANTA YNEZ,14038,11,MEDITERRANEAN CALIFORNIA
BARSTOW,14041,10,NORTH AMERICAN DESERTS
CADIZ,14043,10,NORTH AMERICAN DESERTS
PARKER DAM,14044,10,NORTH AMERICAN DESERTS
MORENO,14046,11,MEDITERRANEAN CALIFORNIA
OAK GROVE,14047,11,MEDITERRANEAN CALIFORNIA
PALO VERDE,14049,10,NORTH AMERICAN DESERTS
SAN YSIDRO,14050,11,MEDITERRANEAN CALIFORNIA
ANZA BORREGO,14051,10,NORTH AMERICAN DESERTS
COALINGA,14053,11,MEDITERRANEAN CALIFORNIA
ORANGE COVE,14054,11,MEDITERRANEAN CALIFORNIA
LAKE SUCCESS,14055,11,MEDITERRANEAN CALIFORNIA
DARWIN,14056,10,NORTH AMERICAN DESERTS
MORRO BAY,14057,11,MEDITERRANEAN CALIFORNIA
EUREKA VAL,14058,10,NORTH AMERICAN DESERTS
INYOKERN,14059,10,NORTH AMERICAN DESERTS
IVANPAH,14062,10,NORTH AMERICAN DESERTS
TECOPA,14064,10,NORTH AMERICAN DESERTS
SODA LAKE,14065,10,NORTH AMERICAN DESERTS
ESSEX,14067,10,NORTH AMERICAN DESERTS
IRON MTNS,14069,10,NORTH AMERICAN DESERTS
POINT REYES,14071,11,MEDITERRANEAN CALIFORNIA
INGALLS,14073,6,NORTHWESTERN FORESTED MOUNTAINS
MARTINS FY,14074,6,NORTHWESTERN FORESTED MOUNTAINS
RIO DELL,14075,7,MARINE WEST COAST FOREST
SHASTA LAKE,14077,6,NORTHWESTERN FORESTED MOUNTAINS
JOHNSVILLE,14078,6,NORTHWESTERN FORESTED MOUNTAINS
ORLAND,14080,11,MEDITERRANEAN CALIFORNIA
NAVARRO,14081,7,MARINE WEST COAST FOREST
WOODFORDS,14082,6,NORTHWESTERN FORESTED MOUNTAINS
FAIRFAX,14083,11,MEDITERRANEAN CALIFORNIA
BENTON,14084,10,NORTH AMERICAN DESERTS
LUCERNE VAL,14085,10,NORTH AMERICAN DESERTS
HAVASU LAKE,14086,10,NORTH AMERICAN DESERTS
COTTONWOOD,14088,10,NORTH AMERICAN DESERTS
NILAND,14089,10,NORTH AMERICAN DESERTS
BLYTHE,14090,10,NORTH AMERICAN DESERTS
ALAMO RIVER,14092,10,NORTH AMERICAN DESERTS
FT IRWIN,14094,10,NORTH AMERICAN DESERTS
LUMBERYARD,14095,6,NORTHWESTERN FORESTED MOUNTAINS
BODIE,14096,10,NORTH AMERICAN DESERTS
ONO,14097,11,MEDITERRANEAN CALIFORNIA
FOLSOM,14098,11,MEDITERRANEAN CALIFORNIA
S CATALINA,14099,11,MEDITERRANEAN CALIFORNIA
SAWMILL MTN,14103,11,MEDITERRANEAN CALIFORNIA
TUJUNGA,14104,11,MEDITERRANEAN CALIFORNIA
EL TORO,14105,11,MEDITERRANEAN CALIFORNIA
MESA GRANDE,14106,11,MEDITERRANEAN CALIFORNIA
CARMEL VAL,14108,11,MEDITERRANEAN CALIFORNIA
CIMA,14109,10,NORTH AMERICAN DESERTS
GREENHORN MT,14110,6,NORTHWESTERN FORESTED MOUNTAINS
VALERMO,14111,11,MEDITERRANEAN CALIFORNIA
PEARBLOSSOM,14112,10,NORTH AMERICAN DESERTS
SISQUOC,14114,11,MEDITERRANEAN CALIFORNIA
LONE PINE,14116,10,NORTH AMERICAN DESERTS
SILVER CITY,14117,6,NORTHWESTERN FORESTED MOUNTAINS
LOCKWOOD VAL,14118,11,MEDITERRANEAN CALIFORNIA
ELSINORE MTN,14119,11,MEDITERRANEAN CALIFORNIA
CUYAMACA PK,14122,11,MEDITERRANEAN CALIFORNIA
ADELAIDA,14123,11,MEDITERRANEAN CALIFORNIA
DEATH VALLEY,14124,10,NORTH AMERICAN DESERTS
MARICOPA,14125,11,MEDITERRANEAN CALIFORNIA
MT BALDY,14129,11,MEDITERRANEAN CALIFORNIA
GREEN VALLEY,14130,11,MEDITERRANEAN CALIFORNIA
KINGS CANYON,14132,6,NORTHWESTERN FORESTED MOUNTAINS
ELIZABETH LK,14133,11,MEDITERRANEAN CALIFORNIA
VENTUCOPA,14134,11,MEDITERRANEAN CALIFORNIA
JACUMBA,14137,11,MEDITERRANEAN CALIFORNIA
CRESTON,14138,11,MEDITERRANEAN CALIFORNIA
GREENWATER V,14139,10,NORTH AMERICAN DESERTS
CARRIZO PLN,14140,11,MEDITERRANEAN CALIFORNIA
ARVIN,14147,11,MEDITERRANEAN CALIFORNIA
GLENN,14148,11,MEDITERRANEAN CALIFORNIA
ATWATER,14149,11,MEDITERRANEAN CALIFORNIA
BRAWLEY,14150,10,NORTH AMERICAN DESERTS
LIKELY,14151,6,NORTHWESTERN FORESTED MOUNTAINS
GOLD HILL,14153,11,MEDITERRANEAN CALIFORNIA
CROWLEY LAKE,14154,10,NORTH AMERICAN DESERTS
WESTLEY,14155,11,MEDITERRANEAN CALIFORNIA
TUOLUMNE GR,14156,6,NORTHWESTERN FORESTED MOUNTAINS
SATTLEY,14158,6,NORTHWESTERN FORESTED MOUNTAINS
OROVILLE,14159,11,MEDITERRANEAN CALIFORNIA
LONGVALE,14160,6,NORTHWESTERN FORESTED MOUNTAINS
TEHAMA,14161,11,MEDITERRANEAN CALIFORNIA
HONEY LAKE,14162,10,NORTH AMERICAN DESERTS
JUNCTION CTY,14164,6,NORTHWESTERN FORESTED MOUNTAINS
DAVIS CREEK,14165,6,NORTHWESTERN FORESTED MOUNTAINS
DORRIS,14166,6,NORTHWESTERN FORESTED MOUNTAINS
MACDOEL,14168,6,NORTHWESTERN FORESTED MOUNTAINS
MCCLOUD,14169,6,NORTHWESTERN FORESTED MOUNTAINS
TRANQUILLITY,14171,11,MEDITERRANEAN CALIFORNIA
MORAGA,14172,11,MEDITERRANEAN CALIFORNIA
LOCKWOOD,14173,11,MEDITERRANEAN CALIFORNIA
OFFIELD MTN,14174,6,NORTHWESTERN FORESTED MOUNTAINS
MT SHASTA,14175,6,NORTHWESTERN FORESTED MOUNTAINS
CLEAR LK RES,14176,6,NORTHWESTERN FORESTED MOUNTAINS
CEDARVILLE,14177,10,NORTH AMERICAN DESERTS
ALDERPOINT,14178,6,NORTHWESTERN FORESTED MOUNTAINS
YOLLA BOLLY,14179,11,MEDITERRANEAN CALIFORNIA
BUTTE MEADOW,14180,6,NORTHWESTERN FORESTED MOUNTAINS
LAYTONVILLE,14182,6,NORTHWESTERN FORESTED MOUNTAINS
BARTLETT SPS,14183,11,MEDITERRANEAN CALIFORNIA
HIGGINS CORN,14184,6,NORTHWESTERN FORESTED MOUNTAINS
DOWNIEVILLE,14185,6,NORTHWESTERN FORESTED MOUNTAINS
MARK WEST,14186,11,MEDITERRANEAN CALIFORNIA
ZAMORA,14187,11,MEDITERRANEAN CALIFORNIA
RIVERTON,14188,6,NORTHWESTERN FORESTED MOUNTAINS
COYOTE,14189,11,MEDITERRANEAN CALIFORNIA
COPPEROPOLIS,14190,11,MEDITERRANEAN CALIFORNIA
ONEALS,14191,11,MEDITERRANEAN CALIFORNIA
DEEP SPRINGS,14192,10,NORTH AMERICAN DESERTS
BODEGA BAY,14193,11,MEDITERRANEAN CALIFORNIA
GREENFIELD,14195,11,MEDITERRANEAN CALIFORNIA
ORA LOMA,14196,11,MEDITERRANEAN CALIFORNIA
TIPTON,14197,11,MEDITERRANEAN CALIFORNIA
YREKA,14198,6,NORTHWESTERN FORESTED MOUNTAINS
BARTLE,14199,6,NORTHWESTERN FORESTED MOUNTAINS
KORBEL,14200,6,NORTHWESTERN FORESTED MOUNTAINS
HAT CREEK,14201,6,NORTHWESTERN FORESTED MOUNTAINS
ATHLONE,14204,11,MEDITERRANEAN CALIFORNIA
LAKESHORE,14205,6,NORTHWESTERN FORESTED MOUNTAINS
UKIAH,14210,11,MEDITERRANEAN CALIFORNIA
CHAOS CRATER,14308,6,NORTHWESTERN FORESTED MOUNTAINS
CAL HOT SPGS,14341,11,MEDITERRANEAN CALIFORNIA
STATEN IS.,14352,11,MEDITERRANEAN CALIFORNIA
WOODLANDS,14366,11,MEDITERRANEAN CALIFORNIA
HIOUCHI,14401,7,MARINE WEST COAST FOREST
LONESOME RDG,14402,6,NORTHWESTERN FORESTED MOUNTAINS
WHISKEYTOWN,14403,6,NORTHWESTERN FORESTED MOUNTAINS
DIRIGIO,14404,6,NORTHWESTERN FORESTED MOUNTAINS
HACKAMORE,14405,6,NORTHWESTERN FORESTED MOUNTAINS
TIONESTA,14406,6,NORTHWESTERN FORESTED MOUNTAINS
CROWDER FLAT,14407,6,NORTHWESTERN FORESTED MOUNTAINS
MADELINE,14408,6,NORTHWESTERN FORESTED MOUNTAINS
BURNT RANCH,14409,6,NORTHWESTERN FORESTED MOUNTAINS
FRENCH GULCH,14410,6,NORTHWESTERN FORESTED MOUNTAINS
TOMHEAD,14411,6,NORTHWESTERN FORESTED MOUNTAINS
FALL RIVER MILLS,14412,6,NORTHWESTERN FORESTED MOUNTAINS
CHESTER,14413,6,NORTHWESTERN FORESTED MOUNTAINS
GOUMAZ,14414,6,NORTHWESTERN FORESTED MOUNTAINS
MEADOW VALLEY,14416,6,NORTHWESTERN FORESTED MOUNTAINS
FOREST HILL,14418,6,NORTHWESTERN FORESTED MOUNTAINS
POLLOCK PINES,14419,6,NORTHWESTERN FORESTED MOUNTAINS
PLACERVILLE,14420,6,NORTHWESTERN FORESTED MOUNTAINS
WAWONA,14422,6,NORTHWESTERN FORESTED MOUNTAINS
PINE MOUNTAIN,14423,6,NORTHWESTERN FORESTED MOUNTAINS
KERNVILLE,14424,11,MEDITERRANEAN CALIFORNIA
SOUTH LAKE,14425,11,MEDITERRANEAN CALIFORNIA
CRESTVIEW,14426,6,NORTHWESTERN FORESTED MOUNTAINS
BIG FLAT,14428,6,NORTHWESTERN FORESTED MOUNTAINS
HAY FORK,14431,6,NORTHWESTERN FORESTED MOUNTAINS
CHILCOOT,14433,6,NORTHWESTERN FORESTED MOUNTAINS
STRAWBERRY,14434,6,NORTHWESTERN FORESTED MOUNTAINS
FRIDAY RIDGE,14435,6,NORTHWESTERN FORESTED MOUNTAINS
IRON GATE,14900,6,NORTHWESTERN FORESTED MOUNTAINS
GAZELLE,14901,6,NORTHWESTERN FORESTED MOUNTAINS
CHOLLA GARD.,14907,10,NORTH AMERICAN DESERTS
 ,14953,6,NORTHWESTERN FORESTED MOUNTAINS
MAYBELL,17001,10,NORTH AMERICAN DESERTS
GREAT DIVIDE,17002,10,NORTH AMERICAN DESERTS
YAMPA,17003,6,NORTHWESTERN FORESTED MOUNTAINS
HARMONY,17004,9,GREAT PLAINS
BRIGGSDALE,17005,9,GREAT PLAINS
PINNEO,17006,9,GREAT PLAINS
FLEMING,17007,9,GREAT PLAINS
DOUGLAS PASS,17008,10,NORTH AMERICAN DESERTS
BUFORD,17009,6,NORTHWESTERN FORESTED MOUNTAINS
ASPEN,17010,6,NORTHWESTERN FORESTED MOUNTAINS
ABARR,17014,9,GREAT PLAINS
PARLIN,17017,6,NORTHWESTERN FORESTED MOUNTAINS
MOFFAT,17018,10,NORTH AMERICAN DESERTS
RUSH,17019,9,GREAT PLAINS
LAMAR,17021,9,GREAT PLAINS
FALFA,17023,10,NORTH AMERICAN DESERTS
GILPIN,17027,9,GREAT PLAINS
TWO BUTTES,17028,9,GREAT PLAINS
WRAY GULCH,17031,10,NORTH AMERICAN DESERTS
WILSON CREEK,17032,10,NORTH AMERICAN DESERTS
WALDEN,17033,6,NORTHWESTERN FORESTED MOUNTAINS
LOST LAKE,17034,10,NORTH AMERICAN DESERTS
HUDSON,17035,9,GREAT PLAINS
WILDHORSE L,17036,9,GREAT PLAINS
WAVERLY,17037,9,GREAT PLAINS
WILLOW PEAK,17039,6,NORTHWESTERN FORESTED MOUNTAINS
RED CLIFF,17040,6,NORTHWESTERN FORESTED MOUNTAINS
TARRYALL,17041,6,NORTHWESTERN FORESTED MOUNTAINS
ADAMS CO.,17042,9,GREAT PLAINS
GORDON CREEK,17043,9,GREAT PLAINS
BETHUNE,17044,9,GREAT PLAINS
UNCOMPAHGRE,17045,6,NORTHWESTERN FORESTED MOUNTAINS
CASTLETON,17046,6,NORTHWESTERN FORESTED MOUNTAINS
DOYLEVILLE,17047,6,NORTHWESTERN FORESTED MOUNTAINS
GUFFEY,17048,6,NORTHWESTERN FORESTED MOUNTAINS
EDISON,17049,9,GREAT PLAINS
CROWLEY,17050,9,GREAT PLAINS
CHEYENNE,17051,9,GREAT PLAINS
ALAMOSA,17055,10,NORTH AMERICAN DESERTS
TRINCHERA,17056,9,GREAT PLAINS
VILLEGREEN,17057,9,GREAT PLAINS
CAMPO,17058,9,GREAT PLAINS
BLACKHEAD PK,17124,6,NORTHWESTERN FORESTED MOUNTAINS
SAN LUIS,17125,10,NORTH AMERICAN DESERTS
CONE MTN,17126,9,GREAT PLAINS
RIO GRNDS RS,17153,6,NORTHWESTERN FORESTED MOUNTAINS
SUMMITVILLE,17154,6,NORTHWESTERN FORESTED MOUNTAINS
BROWNS PARK,17201,10,NORTH AMERICAN DESERTS
DUNCKLEY PAS,17202,6,NORTHWESTERN FORESTED MOUNTAINS
BUFFALO PARK,17203,6,NORTHWESTERN FORESTED MOUNTAINS
DEADMAN RD.,17204,6,NORTHWESTERN FORESTED MOUNTAINS
GROVER,17205,9,GREAT PLAINS
STONEHAM,17206,9,GREAT PLAINS
AMHERST,17207,9,GREAT PLAINS
DE BEQUE,17208,10,NORTH AMERICAN DESERTS
FLATTOPS,17209,6,NORTHWESTERN FORESTED MOUNTAINS
THOMASVILLE,17210,6,NORTHWESTERN FORESTED MOUNTAINS
LIMON,17213,9,GREAT PLAINS
PINON,17215,10,NORTH AMERICAN DESERTS
PAONIA,17216,10,NORTH AMERICAN DESERTS
TINCUP,17217,6,NORTHWESTERN FORESTED MOUNTAINS
WET MTNS.,17218,6,NORTHWESTERN FORESTED MOUNTAINS
HASWELL,17220,9,GREAT PLAINS
NEEGRANDE,17221,9,GREAT PLAINS
PIEDRA,17223,6,NORTHWESTERN FORESTED MOUNTAINS
FOX CREEK,17224,6,NORTHWESTERN FORESTED MOUNTAINS
MOSCA,17225,10,NORTH AMERICAN DESERTS
COKEDALE,17226,6,NORTHWESTERN FORESTED MOUNTAINS
NINAVIEW,17227,9,GREAT PLAINS
EDLER,17228,9,GREAT PLAINS
DINOSAUR,17301,10,NORTH AMERICAN DESERTS
LAY,17302,10,NORTH AMERICAN DESERTS
STEAMBOAT L.,17303,6,NORTHWESTERN FORESTED MOUNTAINS
COMMANCHE PK,17304,6,NORTHWESTERN FORESTED MOUNTAINS
NUNN,17305,9,GREAT PLAINS
FORT MORGAN,17306,9,GREAT PLAINS
JULESBURG,17307,9,GREAT PLAINS
BAXTER PASS,17308,10,NORTH AMERICAN DESERTS
RAGGED MTN.,17309,6,NORTHWESTERN FORESTED MOUNTAINS
COMO,17311,6,NORTHWESTERN FORESTED MOUNTAINS
BENNETT,17312,9,GREAT PLAINS
FLAGLER,17313,9,GREAT PLAINS
BURLINGTON,17314,9,GREAT PLAINS
BASIN,17315,10,NORTH AMERICAN DESERTS
POWDERHORN,17316,6,NORTHWESTERN FORESTED MOUNTAINS
MARSHALL PAS,17317,6,NORTHWESTERN FORESTED MOUNTAINS
GRIBBLES PRK,17318,6,NORTHWESTERN FORESTED MOUNTAINS
ELLICOTT,17319,9,GREAT PLAINS
KARVAL,17320,9,GREAT PLAINS
SHERIDAN LAK,17321,9,GREAT PLAINS
MCPHEE RES.,17322,6,NORTHWESTERN FORESTED MOUNTAINS
SOUTH FORK,17324,6,NORTHWESTERN FORESTED MOUNTAINS
WALSENBURG,17326,9,GREAT PLAINS
TIMPAS,17327,9,GREAT PLAINS
PRITCHETT,17328,9,GREAT PLAINS
ROCKPORT,17901,9,GREAT PLAINS
MYSTIC,18001,8,EASTERN TEMPERATE FORESTS
BUCKINGHAM,18003,8,EASTERN TEMPERATE FORESTS
UNCASVILLE,18004,8,EASTERN TEMPERATE FORESTS
WESTBROOK,18006,8,EASTERN TEMPERATE FORESTS
WILLIMANTIC,18007,8,EASTERN TEMPERATE FORESTS
NO WOODBURY,18008,8,EASTERN TEMPERATE FORESTS
SHERMAN,18009,5,NORTHERN FORESTS
GREENWICH,18010,8,EASTERN TEMPERATE FORESTS
LONG HILL,18013,8,EASTERN TEMPERATE FORESTS
MID HADDAM,18014,8,EASTERN TEMPERATE FORESTS
SOUTHINGTON,18015,8,EASTERN TEMPERATE FORESTS
NEW HARTFORD,18102,8,EASTERN TEMPERATE FORESTS
GRANBY,18116,5,NORTHERN FORESTS
MT PLEASANT,21001,8,EASTERN TEMPERATE FORESTS
HARRINGTON,21003,8,EASTERN TEMPERATE FORESTS
FREDERICA,21004,8,EASTERN TEMPERATE FORESTS
BLACKBIRD,21105,8,EASTERN TEMPERATE FORESTS
GEORGETOWN,21109,8,EASTERN TEMPERATE FORESTS
FT WALTN BCH,25002,8,EASTERN TEMPERATE FORESTS
